"identifier","alternative_identifiers","country","continent","region","culture","epoch","group","comment","latitude","longitude","sex","site","site_detail","mt_hg","ychr_hg","year_from","year_to","date_detail","bp","c14_lab_code","reference_name","reference_link","data_link","c14_sample_tag","c14_layer_tag","ychr_snps","avg_coverage","sequence_source","mitopatho_alleles","mitopatho_positions","mitopatho_locus","mitopatho_diseases","mitopatho_statuses","mitopatho_homoplasms","mitopatho_heteroplasms"
"POST_50","Grave 82","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.307926177978516,10.893831253051758,"M","Haunstetten, Postillionstraße","","T1a1","",-2196,-2029,"cal BC 2196-2029","3707±24","MAMS-18966","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",328.29998779296875,"reconstructed","12308G;150T;12372A;11467G;16192T;13637G;310C;16270T","12308;150;12372;11467;16192;13637;310;16270","MT-TL2;MT-CR;MT-ND5;MT-ND4;MT-CR;MT-ND5;MT-CR;MT-CR","CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Longevity / Cervical Carcinoma / HPV infection risk;Altered brain pH / sCJD patients;Altered brain pH / sCJD patients;Melanoma patients;Possible LHON factor;Possible protective factor for normal tension glaucoma;Melanoma patients","Reported;Conflicting reports;Reported;Reported;Reported;Reported;Reported;Reported","+;+;+;+;nr;+;<NA>;nr","+;+;-;-;nr;-;<NA>;nr"
"UNTA85_1412","Grave 84 (1)","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.317447662353516,10.89086627960205,"M","Haunstetten, Unterer Talweg 85","","H","",-2025,-1895,"cal BC 2025-1895","3602±25","MAMS-18951","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",134.5,"<NA>","4216C;228A;489C;11251G;295T;3010A;462T;10398G;310C;13708A","4216;228;489;11251;295;3010;462;10398;310;13708","MT-ND1;MT-CR;MT-CR;MT-ND4;MT-CR;MT-RNR2;MT-CR;MT-ND3;MT-CR;MT-ND5","LHON / Insulin Resistance /possible adaptive high altitude variant / miscarriage;Low VO2max response;Low VO2max response;Reduced risk of PD;Low VO2max response;Cyclic Vomiting Syndrome with Migraine / high altitude disease risk factor;Low VO2max response;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;Possible protective factor for normal tension glaucoma;LHON / Increased MS risk / higher freq in PD-ADS","Conflicting reports;Reported;Reported;Reported;Reported;Reported;Reported;Reported / lineage L & M marker / also hg IJK;Reported;Conflicting reports","+;+;+;nr;+;+;+;+;<NA>;+","-;-;-;nr;-;-;-;-;<NA>;+"
"MX280","Grave 84 (2)","Germany","Europe","central Europe","Singen","Bronze Age","BAGe","Final Neolithic/Early Bronze Age",47.76709747314453,8.872239112854004,"F","Singen","","U5a1","",-2035,-1910,"2035-1910 cal BC","","","Furtwängler et al. 2020","https://doi.org/10.1038/s41467-020-15560-x","https://www.ncbi.nlm.nih.gov/popset/1829063556","1","0","",0.0,"<NA>","310C;1391C;1095C;150T","310;1391;1095;150","MT-CR;MT-RNR1;MT-RNR1;MT-CR","Possible protective factor for normal tension glaucoma;found in 1 HCM patient;SNHL;Longevity / Cervical Carcinoma / HPV infection risk","Reported;Reported;Unclear;Conflicting reports","<NA>;+;+;+","<NA>;+;+;+"
"OBKR_9B","Grave 88","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.266517639160156,10.878156661987305,"F","Königsbrunn, Obere Kreuzstraße","","U5a1i1","",-2032,-1903,"cal BC 2032-1903","3616±23","MAMS-18892","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",160.0,"reconstructed","12308G;12372A;11467G;310C;16270T","12308;12372;11467;310;16270","MT-TL2;MT-ND5;MT-ND4;MT-CR;MT-CR","CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Altered brain pH / sCJD patients;Altered brain pH / sCJD patients;Possible protective factor for normal tension glaucoma;Melanoma patients","Reported;Reported;Reported;Reported;Reported","+;+;+;<NA>;nr","+;-;-;<NA>;nr"
"OBKR_47","Grave 94","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.266517639160156,10.878156661987305,"M","Königsbrunn, Obere Kreuzstraße","","J2b1a","",-2136,-1977,"cal BC 2136-1977","3671±22","MAMS-18894","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",511.3999938964844,"reconstructed","12308G;12372A;11467G;310C;16270T","12308;12372;11467;310;16270","MT-TL2;MT-ND5;MT-ND4;MT-CR;MT-CR","CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Altered brain pH / sCJD patients;Altered brain pH / sCJD patients;Possible protective factor for normal tension glaucoma;Melanoma patients","Reported;Reported;Reported;Reported;Reported","+;+;+;<NA>;nr","+;-;-;<NA>;nr"
"OBKR_50","Grave 97","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.266517639160156,10.878156661987305,"F","Königsbrunn, Obere Kreuzstraße","","HV0","",-2112,-1912,"cal BC 2112-1912","3623±23","MAMS-18895","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",83.80000305175781,"reconstructed","3010A","3010","MT-RNR2","Cyclic Vomiting Syndrome with Migraine / high altitude disease risk factor","Reported","+","-"
"POST_84","896","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.307926177978516,10.893831253051758,"F","Haunstetten, Postillionstraße","","X2b+226","",-2126,-1928,"cal BC 2126-1928","3638±24","MAMS-18967","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",189.5,"reconstructed","310C;5460A;12705T;195C","310;5460;12705;195","MT-CR;MT-ND2;MT-CO1;MT-CR","Possible protective factor for normal tension glaucoma;AD / PD / LHON;Possible protective factor for normal tension glaucoma;BD-associated / melanoma pts","Reported;Conflicting reports;Reported;Reported","<NA>;+;<NA>;+","<NA>;+;<NA>;+"
"MX283","596","Germany","Europe","central Europe","Singen","Bronze Age","BAGe","Final Neolithic/Early Bronze Age.1st degree relative-MX286.MX254",47.76709747314453,8.872239112854004,"M","Singen","","H+16129","R1b1a1b1a1a2b1",-2116,-1926,"2116-1926 cal BC","","","Furtwängler et al. 2020","https://doi.org/10.1038/s41467-020-15560-x","https://www.ncbi.nlm.nih.gov/popset/1829063556","1","0","",0.0,"reconstructed","12308G;10398G;15924G;114T;16093C;12372A;9055A","12308;10398;15924;114;16093;12372;9055","MT-TL2;MT-ND3;MT-TT;MT-CR;MT-CR;MT-ND5;MT-ATP6","CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;LIMM;BD-associated;Cyclic Vomiting Syndrome;Altered brain pH / sCJD patients;PD protective factor","Reported;Reported / lineage L & M marker / also hg IJK;Reported;Reported;Reported;Reported;Reported","+;+;nr;+;-;+;+","+;-;nr;-;+;-;-"
"POST_99","3043","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.307926177978516,10.893831253051758,"F","Haunstetten, Postillionstraße","","K1a4a1","",-2130,-1930,"cal BC 2130-1930","3641±25","MAMS-18969","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",176.6999969482422,"<NA>","4917G;310C;15928A;11251G;4216C","4917;310;15928;11251;4216","MT-ND2;MT-CR;MT-TT;MT-ND4;MT-ND1","LHON / Insulin Resistance / AMD / NRTI-PN;Possible protective factor for normal tension glaucoma;Multiple Sclerosis / idiopathic repeat miscarriage / AD protection;Reduced risk of PD;LHON / Insulin Resistance /possible adaptive high altitude variant / miscarriage","Reported;Reported;Reported;Reported;Conflicting reports","+;<NA>;+;nr;+","-;<NA>;-;nr;-"
"OBKR_82","OVE08 feature 1437 skeleton 8389","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.266517639160156,10.878156661987305,"F","Königsbrunn, Obere Kreuzstraße","","X2b","",-2023,-1894,"cal BC 2023-1894","3600±24","MAMS-18903","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",184.39999389648438,"reconstructed","10398G;295T;11251G;16093C;489C;3394C;185A;4216C;462T;13708A;310C;3010A","10398;295;11251;16093;489;3394;185;4216;462;13708;310;3010","MT-ND3;MT-CR;MT-ND4;MT-CR;MT-CR;MT-ND1;MT-CR;MT-ND1;MT-CR;MT-ND5;MT-CR;MT-RNR2","PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;Low VO2max response;Reduced risk of PD;Cyclic Vomiting Syndrome;Low VO2max response;LHON / Diabetes / CPTdeficiency / high altitude adaptation;Low VO2max response;LHON / Insulin Resistance /possible adaptive high altitude variant / miscarriage;Low VO2max response;LHON / Increased MS risk / higher freq in PD-ADS;Possible protective factor for normal tension glaucoma;Cyclic Vomiting Syndrome with Migraine / high altitude disease risk factor","Reported / lineage L & M marker / also hg IJK;Reported;Reported;Reported;Reported;Reported / Population-dependent;Reported;Conflicting reports;Reported;Conflicting reports;Reported;Reported","+;+;nr;-;+;+;+;+;+;+;<NA>;+","-;-;nr;+;-;-;-;-;-;+;<NA>;-"
"OBKR_85","OVE08 feature 1373 skeleton 8248","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.266517639160156,10.878156661987305,"F","Königsbrunn, Obere Kreuzstraße","","H27","",-2113,-1915,"cal BC 2113-1915","3625±23","MAMS-18906","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",520.2000122070312,"reconstructed","310C","310","MT-CR","Possible protective factor for normal tension glaucoma","Reported","<NA>","<NA>"
"MX286","410","Germany","Europe","central Europe","Singen","Bronze Age","BAGe","Final Neolithic/Early Bronze Age.1st degree relatives-MX283.MX254.MX275",47.76709747314453,8.872239112854004,"M","Singen","","N1b1b","R1b1a1b1a1a2b1",-2029,-2892,"2029-1892 cal BC","","","Furtwängler et al. 2020","https://doi.org/10.1038/s41467-020-15560-x","https://www.ncbi.nlm.nih.gov/popset/1829063556","1","0","",0.0,"reconstructed","3010A;16093C","3010;16093","MT-RNR2;MT-CR","Cyclic Vomiting Syndrome with Migraine / high altitude disease risk factor;Cyclic Vomiting Syndrome","Reported;Reported","+;-","-;+"
"POST_111","6036","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.307926177978516,10.893831253051758,"F","Haunstetten, Postillionstraße","","U5b2b2","",-2122,-1941,"cal BC 2122-1941","3639±20","MAMS-18970","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",29.399999618530273,"reconstructed","310C;3010A","310;3010","MT-CR;MT-RNR2","Possible protective factor for normal tension glaucoma;Cyclic Vomiting Syndrome with Migraine / high altitude disease risk factor","Reported;Reported","<NA>;+","<NA>;-"
"RISE254","1100","Hungary","Europe","Pannonia","Vatya","Bronze Age","BAHu","",47.33000183105469,18.959999084472656,"M","Százhalombatta-Földvár","","J1c9","I",-2128,-1909,"2128-1909 calBCE (3631±29 BP, OxA-29842)","3631±29","OxA-29842","Allentoft et al. 2015","https://dx.doi.org/10.1038/nature14507","https://www.ebi.ac.uk/ena/data/view/PRJEB9021","1","0","",0.0,"bam","11467G;16192T;16270T;310C;12308G;150T;12372A","11467;16192;16270;310;12308;150;12372","MT-ND4;MT-CR;MT-CR;MT-CR;MT-TL2;MT-CR;MT-ND5","Altered brain pH / sCJD patients;Melanoma patients;Melanoma patients;Possible protective factor for normal tension glaucoma;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Longevity / Cervical Carcinoma / HPV infection risk;Altered brain pH / sCJD patients","Reported;Reported;Reported;Reported;Reported;Conflicting reports;Reported","+;nr;nr;<NA>;+;+;+","-;nr;nr;<NA>;+;+;-"
"I4951","1113","Great Britain","Europe","British Isles","Bell Beaker","Bronze Age","BBC","2-3d_rel_I5512",51.2400016784668,-1.7599999904632568,"M","Flying School, Netheravon, Wiltshire, England","","K1b1a1","R1b1a1a2a1a",-2500,-1800,"2500-1800 BCE","","","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","0","0","",301.3479919433594,"bam","13708A;4216C;185A;228A;489C;11251G;295T;3010A;10398G;310C;462T","13708;4216;185;228;489;11251;295;3010;10398;310;462","MT-ND5;MT-ND1;MT-CR;MT-CR;MT-CR;MT-ND4;MT-CR;MT-RNR2;MT-ND3;MT-CR;MT-CR","LHON / Increased MS risk / higher freq in PD-ADS;LHON / Insulin Resistance /possible adaptive high altitude variant / miscarriage;Low VO2max response;Low VO2max response;Low VO2max response;Reduced risk of PD;Low VO2max response;Cyclic Vomiting Syndrome with Migraine / high altitude disease risk factor;PD protective factor / longevity / altered cell pH / metabolic syndrome / breast cancer risk / Leigh Syndrome risk / ADHD / cognitive decline / SCA2 age of onset / Fuchs endothelial corneal dystrophy;Possible protective factor for normal tension glaucoma;Low VO2max response","Conflicting reports;Conflicting reports;Reported;Reported;Reported;Reported;Reported;Reported;Reported / lineage L & M marker / also hg IJK;Reported;Reported","+;+;+;+;+;nr;+;+;+;<NA>;+","+;-;-;-;-;nr;-;-;-;<NA>;-"
"MX288","1115","Germany","Europe","central Europe","Singen","Bronze Age","BAGe","Final Neolithic/Early Bronze Age",47.76709747314453,8.872239112854004,"M","Singen","","K1a1a","R1b1a1b1a1a2b1",-2199,-2028,"2199-2028 cal BC","","","Furtwängler et al. 2020","https://doi.org/10.1038/s41467-020-15560-x","https://www.ncbi.nlm.nih.gov/popset/1829063556","1","0","",0.0,"reconstructed","15924G;12308G;12372A;11467G;16270T","15924;12308;12372;11467;16270","MT-TT;MT-TL2;MT-ND5;MT-ND4;MT-CR","LIMM;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Altered brain pH / sCJD patients;Altered brain pH / sCJD patients;Melanoma patients","Reported;Reported;Reported;Reported;Reported","nr;+;+;+;nr","nr;+;-;-;nr"
"I0441","2528","Russia","Europe","Pontic steppe","Yamnaya","Bronze Age","YAM","",52.29999923706055,52.04999923706055,"F","Kurmanaevka III, Buzuluk, Samara","","H2b","",-3010,-2622,"3010-2622 calBCE (4234±60 BP, AA-47805)","4234±60","AA-47805","Haak et al. 2015","https://dx.doi.org/10.1038/nature14317","https://www.ebi.ac.uk/ena/data/view/PRJEB8448","1","0","",0.0,"bam","310C;12308G;228A;12372A;11467G;16192T;16270T","310;12308;228;12372;11467;16192;16270","MT-CR;MT-TL2;MT-CR;MT-ND5;MT-ND4;MT-CR;MT-CR","Possible protective factor for normal tension glaucoma;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Low VO2max response;Altered brain pH / sCJD patients;Altered brain pH / sCJD patients;Melanoma patients;Melanoma patients","Reported;Reported;Reported;Reported;Reported;Reported;Reported","<NA>;+;+;+;+;nr;nr","<NA>;+;-;-;-;nr;nr"
"WEHR_1414","360","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.3489990234375,10.89799976348877,"U","Wehringen, Hochfeld","","K1a1b1g","",-2022,-1897,"cal BC 2022-1897","3601±19","MAMS-18927","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",390.79998779296875,"reconstructed","13637G;310C;16192T;11467G;12372A;150T;12308G","13637;310;16192;11467;12372;150;12308","MT-ND5;MT-CR;MT-CR;MT-ND4;MT-ND5;MT-CR;MT-TL2","Possible LHON factor;Possible protective factor for normal tension glaucoma;Melanoma patients;Altered brain pH / sCJD patients;Altered brain pH / sCJD patients;Longevity / Cervical Carcinoma / HPV infection risk;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD","Reported;Reported;Reported;Reported;Reported;Conflicting reports;Reported","+;<NA>;nr;+;+;+;+","-;<NA>;nr;-;-;+;+"
"WEHR_1586","425","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.3489990234375,10.89799976348877,"F","Wehringen, Hochfeld","","V","",-1951,-1779,"cal BC 1951-1779","3550±19","MAMS-18932","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",57.79999923706055,"reconstructed","12308G;13637G;16192T;11467G;12372A;150T","12308;13637;16192;11467;12372;150","MT-TL2;MT-ND5;MT-CR;MT-ND4;MT-ND5;MT-CR","CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Possible LHON factor;Melanoma patients;Altered brain pH / sCJD patients;Altered brain pH / sCJD patients;Longevity / Cervical Carcinoma / HPV infection risk","Reported;Reported;Reported;Reported;Reported;Conflicting reports","+;+;nr;+;+;+","+;-;nr;-;-;+"
"poz094","556","Ukraine","Europe","Pontic steppe","Babyno","Bronze Age","BAB","",48.241668701171875,28.476388931274414,"F","Pidlisivka","Grave 1B, barrow 1","J2b1a","",-2200,-1600,"2200 – 1700/1600 BC","","","Juras et al. 2018","https://doi.org/10.1038/s41598-018-29914-5","https://www.ncbi.nlm.nih.gov/popset/1464230165","0","0","",194.0,"reconstructed","15928A;11251G;4917G;4216C;310C","15928;11251;4917;4216;310","MT-TT;MT-ND4;MT-ND2;MT-ND1;MT-CR","Multiple Sclerosis / idiopathic repeat miscarriage / AD protection;Reduced risk of PD;LHON / Insulin Resistance / AMD / NRTI-PN;LHON / Insulin Resistance /possible adaptive high altitude variant / miscarriage;Possible protective factor for normal tension glaucoma","Reported;Reported;Reported;Conflicting reports;Reported","+;nr;+;+;<NA>","-;nr;-;-;<NA>"
"POST_131","1327","Germany","Europe","central Europe","Early Bronze Age","Bronze Age","EBAGe","",48.307926177978516,10.893831253051758,"F","Haunstetten, Postillionstraße","","T2c1d+152","",-2120,-1938,"cal BC 2120-1938","3635±20","MAMS-18971","Knipper et al. 2017","https://doi.org/10.1073/pnas.1706355114","https://www.ncbi.nlm.nih.gov/popset/1240339410","1","0","",162.10000610351562,"reconstructed","12372A;12308G;15693C;195C;11467G;310C;499A","12372;12308;15693;195;11467;310;499","MT-ND5;MT-TL2;MT-CYB;MT-CR;MT-ND4;MT-CR;MT-CR","Altered brain pH / sCJD patients;CPEO / Stroke / CM / Breast & Renal & Prostate Cancer Risk / Altered brain pH /sCJD;Possibly LVNC cardiomyopathy-associated;BD-associated / melanoma pts;Altered brain pH / sCJD patients;Possible protective factor for normal tension glaucoma;Endometriosis","Reported;Reported;Reported;Reported;Reported;Reported;Reported","+;+;+;+;+;<NA>;+","-;+;-;+;-;<NA>;-"
"poz356","10423","Ukraine","Europe","Pontic steppe","Babyno","Bronze Age","BAB","",48.389442443847656,28.406389236450195,"M","Klembivka","Grave 5, barrow 1","H1e","",-1880,-1771,"1880-1771 BC (Poz-74398)","","Poz-74398","Juras et al. 2018","https://doi.org/10.1038/s41598-018-29914-5","https://www.ncbi.nlm.nih.gov/popset/1464230165","1","0","",40.0,"reconstructed","16189C;15928A;4917G;11251G;310C;4216C;195C","16189;15928;4917;11251;310;4216;195","MT-CR;MT-TT;MT-ND2;MT-ND4;MT-CR;MT-ND1;MT-CR","Diabetes / Cardiomyopathy /cancer risk / mtDNA copy nbr / Metabolic Syndrome / Melanoma patients;Multiple Sclerosis / idiopathic repeat miscarriage / AD protection;LHON / Insulin Resistance / AMD / NRTI-PN;Reduced risk of PD;Possible protective factor for normal tension glaucoma;LHON / Insulin Resistance /possible adaptive high altitude variant / miscarriage;BD-associated / melanoma pts","Reported;Reported;Reported;Reported;Reported;Conflicting reports;Reported","+;+;+;nr;<NA>;+;+","-;-;-;nr;<NA>;-;+"
